word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
inspire,0,1,0,0,1,0,1,0,0,1
inspired,0,0,0,0,1,0,1,0,1,1
instability,0,0,1,1,0,1,0,0,0,0
install,0,1,0,0,0,0,0,0,0,0
instigate,0,0,0,0,0,1,0,0,0,0
instigation,0,0,0,0,0,1,0,0,0,0
instinctive,1,0,1,1,0,0,1,0,0,0
institute,0,0,0,0,0,0,0,0,0,1
instruct,0,0,0,0,0,0,1,0,0,1
instruction,0,0,0,0,0,0,1,0,0,1
instructions,0,1,0,0,0,0,0,0,0,1
instructor,0,1,0,0,0,0,1,0,0,1
instrumental,0,0,0,0,0,0,1,0,0,0
insufficiency,1,0,0,0,0,1,0,0,0,0
insufficient,0,0,0,0,0,1,0,0,0,0
insufficiently,0,0,0,0,0,1,0,0,0,0
insulation,0,0,0,0,0,0,0,0,0,1
insult,1,0,1,0,0,1,0,1,1,0
insulting,1,0,1,1,0,1,0,1,0,0
insure,0,0,0,0,0,0,1,0,0,1
insurgent,0,0,0,0,0,1,0,0,0,0
insurmountable,0,0,0,1,0,1,0,1,0,0
insurrection,1,0,0,0,0,1,0,0,0,0
intact,0,0,0,0,0,0,1,0,0,1
integrity,0,0,0,0,0,0,1,0,0,1
intellect,0,0,0,0,0,0,1,0,0,0
intellectual,0,0,0,0,0,0,1,0,0,0
intelligence,0,0,0,1,1,0,1,0,0,1
intelligent,0,0,0,0,0,0,1,0,0,1
intend,0,0,0,0,0,0,0,0,0,1
intended,0,1,0,0,0,0,1,0,0,0
intense,1,0,1,1,1,1,1,0,1,1
inter,0,0,0,0,0,1,0,1,0,0
intercede,0,0,0,1,0,0,0,1,0,0
intercession,0,0,0,0,0,0,0,0,0,1
intercourse,0,0,0,0,0,0,1,0,0,0
interdiction,0,0,0,0,0,1,0,0,0,0
interest,0,0,0,0,0,0,1,0,0,0
interested,0,0,1,0,0,0,1,1,0,0
interesting,0,0,0,0,0,0,1,0,0,0
interference,0,0,0,0,0,1,0,0,0,0
interim,0,1,0,0,0,0,0,0,0,0
interior,0,0,1,0,0,0,1,0,0,1
interlocutory,0,0,0,0,0,0,1,0,0,0
interlude,0,0,0,0,0,0,1,0,0,0
interment,0,0,0,0,0,1,0,1,0,0
interminable,1,1,0,0,0,1,1,0,0,0
intermission,0,1,0,0,0,0,0,0,0,0
interrogate,0,0,0,1,0,0,0,0,0,0
interrogation,0,0,0,1,0,0,0,0,0,0
interrupt,1,0,0,0,0,1,0,0,1,0
interrupted,0,0,0,0,0,1,0,1,0,0
intervention,0,0,0,0,0,1,1,1,0,0
interviewer,0,0,0,1,0,0,0,0,0,0
intestate,0,0,0,0,0,1,0,0,0,0
intestinal,0,0,1,0,0,0,0,0,0,0
intimate,0,1,0,0,1,0,1,0,0,1
intimately,0,1,0,1,1,0,0,0,0,0
intimidate,0,0,0,1,0,1,0,0,0,0
intimidation,1,0,0,1,0,1,0,0,0,0
intolerable,1,0,0,0,0,1,0,0,0,0
intolerance,1,0,1,1,0,1,0,0,0,0
intolerant,1,0,1,1,0,1,0,1,0,0
intonation,0,0,0,0,0,0,1,0,0,0
intoxicated,0,0,1,0,0,1,0,0,0,0
intractable,1,0,0,0,0,1,0,0,0,0
intrepid,0,0,0,0,0,0,1,0,0,0
intrigue,0,1,0,1,0,1,0,0,1,0
intruder,1,0,0,1,0,1,0,0,1,0
intrusion,0,0,0,1,0,1,0,0,0,0
intrusive,1,0,1,1,0,1,0,0,1,0
intuition,0,0,0,0,0,0,1,0,0,1
intuitive,0,0,0,0,0,0,1,0,0,0
intuitively,0,1,0,0,0,0,0,0,0,0
invade,1,0,0,1,0,1,0,1,1,0
invader,1,0,0,1,0,1,0,1,0,0
invalid,0,0,0,0,0,0,0,1,0,0
invalidate,0,0,0,0,0,1,0,0,0,0
invalidation,0,0,0,0,0,1,0,0,0,0
invalidity,0,0,0,0,0,1,0,0,0,0
invariably,0,0,0,0,0,0,1,0,0,0
invasion,1,0,0,0,0,1,0,0,0,0
inventive,0,0,0,0,0,0,1,0,0,0
inventor,0,0,0,0,0,0,1,0,0,0
investigate,0,0,0,0,0,0,1,0,0,0
investigation,0,1,0,0,0,0,0,0,0,0
invigorate,0,0,0,0,0,0,1,0,0,0
invitation,0,1,0,0,0,0,1,0,0,0
invite,0,1,0,0,1,0,1,0,1,1
inviting,0,1,0,0,1,0,1,0,1,1
invocation,0,1,0,0,0,0,0,0,0,1
invoke,0,1,0,0,0,0,0,0,0,0
involuntary,0,0,0,0,0,1,0,0,0,0
involution,1,0,0,0,0,1,0,0,0,0
involvement,1,0,0,0,0,0,0,0,0,0
irate,1,0,0,0,0,1,0,0,0,0
ire,1,0,0,0,0,1,0,0,0,0
iris,0,0,0,1,0,0,0,0,0,0
iron,0,0,0,0,0,0,1,0,0,1
irons,0,0,0,0,0,1,0,0,0,0
irrational,0,0,1,1,0,1,0,0,0,0
irrationality,0,0,0,0,0,1,0,0,0,0
irreconcilable,1,0,0,1,0,1,0,1,0,0
irreducible,0,0,0,0,0,0,1,0,0,0
irrefutable,0,0,0,0,0,0,1,0,0,1
irregular,0,0,0,0,0,1,0,0,0,0
irregularity,0,0,0,0,0,1,0,0,0,0
irrelevant,0,0,0,0,0,1,0,0,0,0
irreparable,0,0,0,1,0,1,0,1,0,0
irresponsible,0,0,0,0,0,1,0,0,0,0
irreverent,0,0,0,0,0,1,0,0,0,0
irrevocable,0,0,0,0,0,1,0,0,0,0
irritability,1,0,0,0,0,1,0,0,0,0
irritable,1,0,0,0,0,1,0,0,0,0
irritating,1,0,1,0,0,1,0,0,0,0
irritation,1,0,1,0,0,1,0,1,0,0
isolate,0,0,0,0,0,0,0,1,0,0
isolated,0,0,0,1,0,1,0,1,0,0
isolation,0,0,0,0,0,1,0,1,0,0
jab,1,0,0,0,0,0,0,0,0,0
jabber,0,0,0,0,0,1,0,0,0,0
jackpot,0,1,0,0,1,0,1,0,1,0
jail,0,0,0,1,0,1,0,1,0,0
jam,0,0,0,0,0,0,1,0,0,0
janitor,0,0,1,0,0,0,0,0,0,0
jargon,0,0,0,0,0,1,0,0,0,0
jarring,0,0,0,1,0,1,0,1,0,0
jaundice,0,0,0,1,0,1,0,0,0,0
jaws,0,0,0,1,0,0,0,0,0,0
jealous,1,0,1,0,0,1,0,0,0,0
jealousy,1,0,1,1,0,1,0,1,0,0
jeopardize,1,0,0,1,0,1,0,0,0,0
jeopardy,0,1,0,1,0,1,0,0,0,0
jerk,1,0,0,0,0,0,0,0,1,0
jest,0,0,0,0,1,0,1,0,1,0
job,0,0,0,0,0,0,1,0,0,0
john,0,0,1,0,0,1,0,0,0,0
join,0,0,0,0,0,0,1,0,0,0
joined,0,0,0,0,0,0,1,0,0,0
joke,0,0,0,0,0,1,0,0,0,0
joker,0,0,0,0,1,0,1,0,1,0
joking,0,0,0,0,0,0,1,0,0,0
jolt,0,0,0,0,0,0,0,0,1,0
jornada,0,0,0,0,0,1,0,0,0,0
journalism,0,0,0,0,0,0,0,0,0,1
journalist,0,0,0,0,0,0,1,0,0,0
journey,0,1,0,1,1,0,1,0,0,0
journeyman,0,0,0,0,0,0,0,0,0,1
jovial,0,0,0,0,1,0,1,0,0,0
joy,0,0,0,0,1,0,1,0,0,0
joyful,0,0,0,0,1,0,1,0,0,1
joyous,0,0,0,0,1,0,1,0,0,0
jubilant,0,0,0,0,1,0,1,0,1,1
jubilee,0,0,0,0,1,0,1,0,1,0
judgment,0,0,0,0,0,0,0,0,1,0
judicial,0,1,0,0,0,0,1,0,0,1
judiciary,0,1,0,0,0,0,0,0,0,1
judicious,0,0,0,0,0,0,1,0,0,1
jumble,0,0,0,0,0,1,0,0,0,0
jump,0,0,0,0,1,0,1,0,0,0
jungle,0,0,0,1,0,0,0,0,0,0
junk,0,0,0,0,0,1,0,0,0,0
junta,0,0,0,0,0,1,0,0,0,0
jurisprudence,0,0,0,0,0,0,0,1,0,0
jurist,0,0,0,0,0,0,0,0,0,1
jury,0,0,0,0,0,0,0,0,0,1
justice,0,0,0,0,0,0,1,0,0,1
justifiable,0,0,0,0,0,0,1,0,0,1
justification,0,0,0,0,0,0,1,0,0,0
juvenile,0,0,0,0,0,1,0,0,0,0
keepsake,0,0,0,0,0,0,1,0,0,0
ken,0,0,0,0,0,0,1,0,0,0
kennel,0,0,0,0,0,0,0,1,0,0
kern,0,0,0,0,0,1,0,0,0,0
kerosene,0,0,0,1,0,0,0,0,0,0
keynote,0,0,0,0,0,0,1,0,0,0
keystone,0,0,0,0,0,0,1,0,0,0
khan,0,0,0,1,0,0,0,0,0,1
kick,1,0,0,0,0,1,0,0,0,0
kicking,1,0,0,0,0,0,0,0,0,0
kidnap,1,0,0,1,0,1,0,1,1,0
kill,0,0,0,1,0,1,0,1,0,0
killing,1,0,0,1,0,1,0,1,0,0
kind,0,0,0,0,1,0,1,0,0,1
kindness,0,0,0,0,0,0,1,0,0,0
kindred,0,1,0,0,1,0,1,0,0,1
king,0,0,0,0,0,0,1,0,0,0
kiss,0,1,0,0,1,0,1,0,1,0
kite,0,0,1,0,0,1,0,0,0,0
kitten,0,0,0,0,1,0,1,0,0,1
knack,0,0,0,0,0,0,1,0,0,0
knell,0,0,0,1,0,1,0,1,0,0
knickers,0,0,0,0,0,0,0,0,0,1
knight,0,0,0,0,0,0,1,0,0,0
knotted,0,0,0,0,0,1,0,0,0,0
knowing,0,0,0,0,0,0,1,0,0,0
knowledge,0,0,0,0,0,0,1,0,0,0
kudos,0,0,0,0,1,0,1,0,0,0
label,0,0,0,0,0,0,0,0,0,1
labor,0,1,0,0,1,0,1,0,1,1
labored,0,0,0,0,0,1,0,1,0,0
laborious,0,0,0,0,0,1,0,0,0,0
labyrinth,0,1,0,0,0,1,0,0,0,0
lace,1,0,0,1,0,1,1,1,0,1
lack,0,0,0,0,0,1,0,0,0,0
lacking,0,0,0,0,0,1,0,0,0,0
lackluster,0,0,0,0,0,1,0,0,0,0
laden,0,0,0,0,0,1,0,0,0,0
lag,0,0,0,0,0,1,0,0,0,0
lagging,1,1,1,0,0,1,0,1,0,0
lair,0,0,0,0,0,1,0,0,0,0
lamb,0,0,0,0,1,0,1,0,0,1
lament,0,0,1,1,0,1,0,1,0,0
lamenting,0,0,0,0,0,0,0,1,0,0
land,0,0,0,0,0,0,1,0,0,0
landed,0,0,0,0,0,0,1,0,0,0
landmark,0,0,0,0,0,0,0,0,0,1
landslide,0,0,0,1,0,1,0,1,0,0
languid,0,0,0,0,0,1,0,0,0,0
languish,0,0,0,0,0,1,0,0,0,0
languishing,0,0,0,1,0,1,0,1,0,0
lapse,0,0,0,0,0,1,0,0,0,0
larceny,0,0,1,0,0,1,0,0,0,0
larger,0,0,1,0,0,0,0,0,1,1
laser,0,0,0,0,0,0,1,0,0,1
lash,1,0,0,1,0,1,0,0,0,0
late,0,0,0,0,0,1,0,1,0,0
lateness,0,0,0,0,0,1,0,0,0,0
latent,1,1,1,0,0,1,0,0,1,0
latrines,0,0,1,0,0,1,0,0,0,0
laudable,0,0,0,0,0,0,1,0,0,0
laugh,0,0,0,0,1,0,1,0,1,0
laughable,0,0,1,0,0,1,0,0,0,0
laughing,0,0,0,0,1,0,1,0,0,0
laughter,0,1,0,0,1,0,1,0,1,0
launch,0,1,0,0,0,0,1,0,0,0
laureate,0,0,0,0,0,0,1,0,0,1
laurel,0,0,0,0,0,0,1,0,0,0
laurels,0,0,0,0,1,0,1,0,0,0
lava,1,0,0,1,0,1,0,0,0,0
lavatory,0,0,1,0,0,0,0,0,0,0
lavish,0,0,0,0,0,0,1,0,0,0
law,0,0,0,0,0,0,0,0,0,1
lawful,0,0,0,0,0,0,1,0,0,1
lawlessness,1,0,0,1,0,1,0,0,0,0
lawsuit,1,0,1,1,0,1,0,1,1,0
lawyer,1,0,1,1,0,1,0,0,0,0
lax,0,0,0,0,0,1,0,1,0,0
laxative,0,0,1,1,0,1,0,0,0,0
lazy,0,0,0,0,0,1,0,0,0,0
lead,0,0,0,0,0,0,1,0,0,0
leader,0,0,0,0,0,0,1,0,0,1
leading,0,0,0,0,0,0,0,0,0,1
league,0,0,0,0,0,0,1,0,0,0
leak,0,0,0,0,0,1,0,0,0,0
leakage,0,0,0,0,0,1,0,0,0,0
leaky,0,0,0,0,0,1,0,0,0,0
leaning,0,0,0,0,0,0,0,0,0,1
learn,0,0,0,0,0,0,1,0,0,0
learning,0,0,0,0,0,0,1,0,0,0
leave,0,0,0,0,0,1,0,1,1,0
lecturer,0,0,0,0,0,0,1,0,0,0
leech,0,0,0,0,0,1,0,0,0,0
leeches,0,0,1,1,0,1,0,0,0,0
leer,0,0,1,0,0,1,0,0,0,0
leery,0,0,0,0,0,0,0,0,1,0
leeway,0,0,0,0,0,0,1,0,0,0
legal,0,0,0,0,0,0,1,0,0,1
legalized,1,0,0,1,1,0,1,0,0,1
legendary,0,0,0,0,0,0,1,0,0,0
legibility,0,0,0,0,0,0,1,0,0,0
legible,0,0,0,0,0,0,1,0,0,0
legislator,0,0,0,0,0,0,0,0,0,1
legislature,0,0,0,0,0,0,0,0,0,1
legitimacy,0,0,0,0,0,0,0,0,0,1
leisure,0,1,0,0,1,0,1,0,1,1
leisurely,0,0,0,0,0,0,1,0,0,0
lemma,0,0,0,0,0,0,1,0,0,0
lemon,0,0,1,0,0,1,0,0,0,0
lender,0,0,0,0,0,0,0,0,0,1
lenient,0,0,0,0,0,0,1,0,0,0
leprosy,0,0,1,1,0,1,0,1,0,0
lesbian,0,0,1,0,0,1,0,1,0,0
lessen,0,1,0,0,0,1,0,0,0,0
lesser,0,0,1,0,0,1,0,0,0,0
lesson,0,1,0,0,0,0,1,0,0,1
lethal,0,0,1,1,0,1,0,1,0,0
lethargy,0,0,0,0,0,1,0,1,0,0
letter,0,1,0,0,0,0,0,0,0,0
lettered,0,1,0,0,0,0,1,0,0,1
leukemia,1,0,0,1,0,1,0,1,0,0
levee,0,0,0,0,0,0,0,0,0,1
level,0,0,0,0,0,0,1,0,0,1
leverage,0,0,0,0,0,0,1,0,0,0
levy,0,0,0,0,0,1,0,0,0,0
lewd,0,0,1,0,0,1,0,0,0,0
liaison,0,0,0,0,0,1,0,0,0,0
liar,0,0,1,0,0,1,0,0,0,0
libel,1,0,0,1,0,1,0,0,0,1
liberal,0,0,0,0,0,1,1,0,0,0
liberate,1,1,0,0,1,0,1,0,1,1
liberation,0,1,0,0,1,0,1,0,1,0
liberty,0,1,0,0,1,0,1,0,1,1
library,0,0,0,0,0,0,1,0,0,0
lick,0,0,1,0,0,1,0,0,0,0
lie,1,0,1,0,0,1,0,1,0,0
lieutenant,0,0,0,0,0,0,0,0,0,1
lifeblood,0,0,0,0,0,0,1,0,0,0
lifeless,0,0,0,1,0,1,0,1,0,0
lighthouse,0,0,0,0,0,0,1,0,0,0
lightning,1,0,0,1,0,0,0,0,1,0
liking,0,0,0,0,1,0,1,0,0,1
limited,1,0,0,0,0,1,0,1,0,0
limp,0,0,0,0,0,1,0,0,0,0
lines,0,0,0,1,0,0,0,0,0,0
linger,0,1,0,0,0,0,0,0,0,0
linguist,0,0,0,0,0,0,1,0,0,1
lint,0,0,0,0,0,1,0,0,0,0
lion,0,0,0,1,0,0,1,0,0,0
liquor,1,0,0,0,1,1,0,1,0,0
listless,0,0,0,0,0,1,0,1,0,0
lithe,0,0,0,0,0,0,1,0,0,0
litigant,0,0,0,0,0,1,0,0,0,0
litigate,1,1,1,1,0,1,0,1,0,0
litigation,0,0,0,0,0,1,0,0,0,0
litigious,1,0,1,0,0,1,0,0,0,0
litter,0,0,0,0,0,1,0,0,0,0
livid,1,0,1,0,0,1,0,0,0,0
loaf,0,0,0,0,0,1,0,0,0,0
loafer,0,0,0,0,0,1,0,0,0,0
loath,1,0,0,0,0,1,0,0,0,0
loathe,1,0,1,0,0,1,0,0,0,0
loathing,0,0,1,0,0,1,0,0,0,0
loathsome,1,0,1,0,0,1,0,0,0,0
lobbyist,0,0,0,0,0,1,0,0,0,0
localize,0,1,0,0,0,0,0,0,0,0
lockup,0,0,0,1,0,1,0,1,0,0
locust,0,0,0,1,0,1,0,0,0,0
lodging,0,0,0,0,0,0,0,0,0,1
lofty,0,0,0,0,0,1,0,0,0,0
logical,0,0,0,0,0,0,1,0,0,0
lone,0,0,0,0,0,0,0,1,0,0
loneliness,0,0,0,1,0,1,0,1,0,0
lonely,1,0,1,1,0,1,0,1,0,0
lonesome,0,0,0,0,0,1,0,1,0,0
long,0,1,0,0,0,0,0,0,0,0
longevity,0,0,0,0,0,0,1,0,0,0
longing,0,1,0,0,0,0,0,1,0,0
loo,0,0,1,0,0,1,0,0,0,0
loom,0,1,0,1,0,1,0,0,0,0
loon,0,0,1,0,0,1,0,0,0,0
loony,0,0,0,0,0,1,0,0,0,0
loot,0,0,0,0,0,1,0,0,0,0
lord,0,0,1,0,0,1,1,0,0,1
lordship,0,0,0,0,0,0,1,0,0,0
lose,1,0,1,1,0,1,0,1,1,0
losing,1,0,0,0,0,1,0,1,0,0
loss,1,0,0,1,0,1,0,1,0,0
lost,0,0,0,0,0,1,0,1,0,0
lottery,0,1,0,0,0,0,0,0,0,0
loudness,1,0,0,0,0,1,0,0,0,0
lounge,0,0,0,0,0,1,0,0,0,0
louse,0,0,1,0,0,1,0,0,0,0
lovable,0,0,0,0,1,0,1,0,0,1
love,0,0,0,0,1,0,1,0,0,0
lovely,0,1,0,0,1,0,1,1,1,1
lovemaking,0,0,0,0,1,0,1,0,0,1
lover,0,1,0,0,1,0,1,0,0,1
loving,0,0,0,0,1,0,1,0,0,1
lower,0,0,0,0,0,1,0,1,0,0
lowering,0,0,0,0,0,1,0,0,0,0
lowest,0,0,0,0,0,1,0,1,0,0
lowlands,0,0,0,0,0,1,0,0,0,0
lowly,0,0,0,0,0,1,0,1,0,0
loyal,0,0,0,1,1,0,1,0,1,1
loyalty,0,0,0,0,0,0,1,0,0,1
luck,0,1,0,0,1,0,1,0,1,0
lucky,0,0,0,0,1,0,1,0,1,0
ludicrous,0,0,0,0,0,1,0,0,0,0
lull,0,1,0,0,0,0,0,0,0,0
lumbering,0,0,0,0,0,1,0,0,0,0
lump,0,0,0,0,0,1,0,0,0,0
lumpy,0,0,1,0,0,1,0,0,0,0
lunacy,1,0,1,1,0,1,0,1,0,0
lunatic,1,0,1,1,0,1,0,0,0,0
lunge,0,0,0,0,0,0,0,0,1,0
lurch,0,0,0,0,0,1,0,0,0,0
lure,0,0,0,0,0,1,0,0,0,0
lurid,0,0,1,0,0,1,0,0,0,0
lurk,0,0,0,0,0,1,0,0,0,0
lurking,0,0,0,0,0,1,0,0,0,0
luscious,0,1,0,0,1,0,1,0,0,0
lush,0,0,1,0,0,1,0,1,0,0
lust,0,1,0,0,0,1,0,0,0,0
luster,0,0,0,0,1,0,1,0,0,0
lustful,0,0,0,0,0,1,0,0,0,0
lustrous,0,0,0,0,0,0,1,0,0,0
lusty,0,0,1,0,0,0,0,0,0,0
luxuriant,0,0,0,0,0,0,1,0,0,0
luxurious,0,0,0,0,1,0,1,0,0,0
luxury,0,0,0,0,1,0,1,0,0,0
lying,1,0,1,0,0,1,0,0,0,0
lynch,1,0,1,1,0,1,0,1,0,0
lyre,0,0,0,0,1,0,1,0,0,0
lyrical,0,0,0,0,1,0,1,0,0,0
mace,0,0,0,1,0,1,0,0,0,0
machine,0,0,0,0,0,0,0,0,0,1
mad,1,0,1,1,0,1,0,1,0,0
madden,1,0,0,1,0,1,0,0,0,0
madman,1,0,0,1,0,1,0,0,0,0
madness,1,0,0,1,0,1,0,0,0,0
mafia,0,0,0,1,0,1,0,0,0,0
mage,0,0,0,1,0,0,0,0,0,0
maggot,0,0,1,0,0,1,0,0,0,0
magical,0,1,0,0,1,0,1,0,1,0
magician,0,0,0,0,0,0,0,0,1,0
magnet,0,0,0,0,0,0,1,0,0,1
magnetism,0,0,0,0,0,0,1,0,0,0
magnetite,0,0,0,0,0,0,1,0,0,0
magnificence,0,1,0,0,1,0,1,0,0,1
magnificent,0,1,0,0,1,0,1,0,1,1
maiden,0,0,0,0,0,0,1,0,0,0
mail,0,1,0,0,0,0,0,0,0,0
main,0,0,0,0,0,0,1,0,0,0
mainstay,0,0,0,0,0,0,1,0,0,1
maintenance,0,0,0,0,0,0,0,0,0,1
majestic,0,1,0,0,1,0,1,0,1,1
majesty,0,0,0,0,0,0,1,0,0,1
major,0,0,0,0,0,0,1,0,0,0
majority,0,0,0,0,1,0,1,0,0,1
makeshift,0,0,0,0,0,1,0,0,0,0
malady,0,0,0,0,0,1,0,0,0,0
malaise,0,0,0,0,0,1,0,1,0,0
malaria,0,0,1,1,0,1,0,1,0,0
malevolent,1,0,1,1,0,1,0,1,0,0
malfeasance,0,0,1,0,0,1,0,0,0,0
malformation,0,0,0,0,0,1,0,0,0,0
malice,1,0,0,1,0,1,0,0,0,0
malicious,1,0,1,1,0,1,0,1,0,0
malign,1,0,1,0,0,1,0,0,0,0
malignancy,0,0,0,1,0,1,0,1,0,0
malignant,1,0,0,1,0,1,0,0,0,0
malpractice,1,0,0,0,0,1,0,0,0,0
mamma,0,0,0,0,0,0,0,0,0,1
manage,0,0,0,0,0,0,1,0,0,1
management,0,0,0,0,0,0,1,0,0,1
mandamus,0,0,0,1,0,1,0,0,0,0
mandarin,0,0,0,0,0,0,1,0,0,1
mange,0,0,1,1,0,1,0,0,0,0
mangle,1,0,1,1,0,1,0,1,0,0
manhood,0,0,0,0,0,0,1,0,0,0
mania,0,0,0,0,0,1,0,0,0,0
maniac,1,0,0,1,0,1,0,0,0,0
maniacal,0,0,0,0,0,1,0,0,0,0
manifestation,0,0,0,1,0,0,0,0,0,0
manifested,0,0,0,0,0,0,1,0,0,0
manipulate,0,0,0,0,0,1,0,0,0,0
manipulation,1,0,0,1,0,1,0,0,0,0
manly,0,0,0,0,0,0,1,0,0,0
manna,0,0,0,0,0,0,1,0,0,0
mannered,0,0,0,0,0,0,1,0,0,0
manners,0,0,0,0,0,0,1,0,0,0
manslaughter,1,0,1,1,0,1,0,1,1,0
manual,0,0,0,0,0,0,0,0,0,1
manufacturer,0,0,0,0,0,0,1,0,0,0
manure,0,0,1,0,0,1,0,0,0,0
mar,0,0,0,0,0,1,0,0,0,0
march,0,0,0,0,0,0,1,0,0,0
margin,0,0,0,0,0,1,0,1,0,0
marine,0,0,0,0,0,0,0,0,0,1
marked,0,0,0,0,0,0,1,0,0,0
marketable,0,0,0,0,0,0,1,0,0,0
maroon,0,0,0,0,0,1,0,0,0,0
marquis,0,0,0,0,0,0,1,0,0,0
marriage,0,1,0,0,1,0,1,0,0,1
marrow,0,0,0,0,1,0,1,0,0,1
marry,0,1,0,1,1,0,1,0,1,1
marshal,0,0,0,0,0,0,1,0,0,1
martial,1,0,0,0,0,0,0,0,0,0
martingale,0,0,0,0,0,1,0,0,0,0
martyr,0,0,0,1,0,1,0,1,0,0
martyrdom,0,0,0,1,0,1,0,1,0,0
marvel,0,0,0,0,0,0,1,0,1,0
marvelous,0,0,0,0,1,0,1,0,0,0
marvelously,0,0,0,0,1,0,1,0,0,0
masculine,0,0,0,0,0,0,1,0,0,0
masochism,1,0,1,1,0,1,0,0,0,0
massacre,1,0,1,1,0,1,0,1,0,0
massage,0,0,0,0,1,0,1,0,0,0
master,0,0,0,0,0,0,1,0,0,0
masterpiece,0,0,0,0,1,0,1,0,0,0
mastery,1,0,0,0,1,0,1,0,0,1
matchmaker,0,1,0,0,0,0,0,0,0,0
mate,0,0,0,0,0,0,1,0,0,1
materialism,0,0,0,0,0,1,0,0,0,0
materialist,0,0,1,0,0,1,0,0,0,0
maternal,0,1,0,0,0,1,1,0,0,0
mathematical,0,0,0,0,0,0,0,0,0,1
matrimony,0,1,0,0,1,0,1,0,0,1
matron,0,0,0,0,0,0,1,0,0,1
mausoleum,0,0,0,0,0,0,0,1,0,0
maxim,0,0,0,0,0,0,0,0,0,1
maximum,0,0,0,0,0,0,1,0,0,0
mayor,0,0,0,0,0,0,1,0,0,0
meadow,0,0,0,0,0,0,1,0,0,0
meandering,0,0,0,0,0,1,0,0,0,0
meaningless,0,0,0,0,0,1,0,1,0,0
measles,0,0,1,1,0,1,0,1,0,0
measure,0,0,0,0,0,0,0,0,0,1
measured,0,0,0,0,0,0,1,0,0,1
medal,0,1,0,0,1,0,1,0,1,1
meddle,1,0,0,0,0,1,0,0,0,0
mediate,0,1,0,0,0,0,1,0,0,1
mediation,0,0,0,0,0,0,1,0,0,0
mediator,0,1,0,0,0,0,1,0,0,1
medical,0,1,0,1,0,0,1,0,0,1
mediocre,0,0,0,0,0,1,0,0,0,0
mediocrity,0,0,0,0,0,1,0,0,0,0
meditate,0,1,0,0,1,0,1,0,0,1
mediterranean,0,0,0,0,0,0,1,0,0,0
medley,0,0,0,0,0,0,1,0,0,0
meek,0,0,0,0,0,0,0,1,0,0
melancholic,0,0,0,0,0,1,0,1,0,0
melancholy,0,0,0,0,0,1,0,1,0,0
melee,0,0,0,1,0,1,0,0,0,0
melodrama,1,0,0,0,0,1,0,1,0,0
meltdown,0,0,0,0,0,1,0,1,0,0
memento,0,0,0,0,0,0,1,0,0,0
memorable,0,0,0,0,1,0,1,0,1,1
memorials,0,0,0,0,0,0,0,1,0,0
menace,1,0,0,1,0,1,0,0,0,0
menacing,1,0,0,1,0,1,0,0,0,0
mending,0,0,0,0,0,0,1,0,0,0
menial,0,0,0,0,0,1,0,0,0,0
menses,0,0,0,0,0,0,1,0,0,0
mentor,0,0,0,0,0,0,1,0,0,1
mercenary,0,0,0,1,0,1,0,0,0,0
merchant,0,0,0,0,0,0,0,0,0,1
merciful,0,0,0,0,0,0,1,0,0,0
merciless,0,0,0,1,0,1,0,0,0,0
mercy,0,0,0,0,0,0,1,0,0,0
merge,0,1,0,0,0,0,1,0,0,0
merit,0,0,0,0,0,0,1,0,0,1
meritorious,0,0,0,0,1,0,1,0,0,1
merriment,0,0,0,0,1,0,1,0,1,0
merry,0,0,0,0,1,0,1,0,0,0
mess,0,0,1,0,0,1,0,0,0,0
messenger,0,0,0,0,0,0,0,0,0,1
messy,0,0,1,0,0,1,0,0,0,0
metastasis,0,0,0,0,0,1,0,0,0,0
methanol,0,0,0,0,0,1,0,0,0,0
metropolitan,0,0,0,0,0,0,1,0,0,0
mettle,0,0,0,0,0,0,1,0,0,0
microscope,0,0,0,0,0,0,0,0,0,1
microscopy,0,0,0,0,0,0,1,0,0,0
midwife,0,1,0,0,1,1,1,0,0,1
midwifery,0,0,0,0,0,0,1,0,0,0
mighty,1,0,0,1,1,0,1,0,0,1
mildew,0,0,1,0,0,1,0,0,0,0
military,0,0,0,1,0,0,0,0,0,0
militia,1,0,0,1,0,1,0,1,0,0
mill,0,1,0,0,0,0,0,0,0,0
mime,0,0,0,0,0,0,1,0,0,0
mimicry,0,0,0,0,0,1,0,0,1,0
mindful,0,0,0,0,0,0,1,0,0,0
mindfulness,0,0,0,0,0,0,1,0,0,0
minimize,0,0,0,0,0,1,0,0,0,0
minimum,0,0,0,0,0,1,0,0,0,0
ministry,0,0,0,0,1,0,1,0,0,1
minority,0,0,0,0,0,1,0,0,0,0
miracle,0,1,0,0,1,0,1,0,1,1
miraculous,0,0,0,0,1,0,1,0,1,0
mire,0,0,1,0,0,1,0,0,0,0
mirth,0,0,0,0,1,0,1,0,0,0
misbehavior,1,0,1,0,0,1,0,0,1,0
miscarriage,0,0,0,1,0,1,0,1,0,0
mischief,0,0,0,0,0,1,0,0,0,0
mischievous,0,0,0,0,0,1,0,0,0,0
misconception,1,0,1,1,0,1,0,0,0,0
misconduct,0,0,1,0,0,1,0,0,0,0
miserable,1,0,1,0,0,1,0,1,0,0
miserably,0,0,0,0,0,1,0,1,0,0
misery,1,0,1,1,0,1,0,1,0,0
